cod_distrito,año,area_inversion,total_invertido
10.0,2021,Inversiones de carácter general,538516.74
10.0,2021,Mantenimiento urbano,8861608.26
10.0,2021,Medio ambiente,148703.08
10.0,2021,Otros bienes públicos de carácter social,3407.36
10.0,2021,Protección Civil y seguridad ciudadana,126240.6
10.0,2021,Protección y promoción social,2595621.48
10.0,2021,Salud pública,285637.92
10.0,2021,Urbanismo,5525188.66
10.0,2022,Cultura,517389.66
10.0,2022,"Deportes, juventud y esparcimiento",6252224.28
10.0,2022,Educación,2344350.86
10.0,2022,Infraestructuras,1909111.14
10.0,2022,Inversiones de carácter general,457952.04
10.0,2022,Mantenimiento urbano,8360056.06
10.0,2022,Medio ambiente,2080468.18
10.0,2022,Otros bienes públicos de carácter social,11301.400000000001
10.0,2022,Protección Civil y seguridad ciudadana,2811695.34
10.0,2022,Protección y promoción social,7574943.6
10.0,2022,Salud pública,566531.8
10.0,2022,Sectores productivos,0.0
10.0,2022,Urbanismo,6824910.62
11.0,2012,Cultura,1043019.22
11.0,2012,"Deportes, juventud y esparcimiento",982949.74
11.0,2012,Educación,1423507.94
11.0,2012,Inversiones de carácter general,56743.62
11.0,2012,Mantenimiento urbano,1732481.88
11.0,2012,Medio ambiente,58836.08
11.0,2012,Protección y promoción social,479408.2
11.0,2012,Salud pública,4639.62
11.0,2012,"Tráfico, estacionamiento y transporte público",489576.7
11.0,2012,Urbanismo,5643557.0
11.0,2013,Cultura,370593.26
11.0,2013,"Deportes, juventud y esparcimiento",1357906.54
11.0,2013,Educación,1497932.62
11.0,2013,Inversiones de carácter general,205155.84
11.0,2013,Mantenimiento urbano,1337621.44
11.0,2013,Protección y promoción social,326451.5
11.0,2013,Salud pública,469.6
11.0,2013,"Tráfico, estacionamiento y transporte público",798383.22
11.0,2013,Urbanismo,33776599.92
11.0,2014,Cultura,337447.58
11.0,2014,"Deportes, juventud y esparcimiento",535205.38
11.0,2014,Educación,1022153.8
11.0,2014,Inversiones de carácter general,273662.82
11.0,2014,Mantenimiento urbano,471744.22
11.0,2014,Protección y promoción social,1536855.52
11.0,2014,"Tráfico, estacionamiento y transporte público",16293.98
11.0,2014,Urbanismo,2327903.0
11.0,2015,Cultura,561019.28
11.0,2015,"Deportes, juventud y esparcimiento",610606.12
11.0,2015,Educación,1314617.92
11.0,2015,Infraestructuras,3182.54
11.0,2015,Inversiones de carácter general,653533.6
11.0,2015,Mantenimiento urbano,6638.08
11.0,2015,Medio ambiente,93426.64
11.0,2015,Otros bienes públicos de carácter social,68493.52
11.0,2015,Protección y promoción social,925211.86
11.0,2015,Salud pública,14550.42
11.0,2015,Urbanismo,7617452.76
11.0,2016,Cultura,918051.18
11.0,2016,"Deportes, juventud y esparcimiento",3564226.64
11.0,2016,Educación,2860604.44
11.0,2016,Infraestructuras,14804.98
11.0,2016,Inversiones de carácter general,581819.92
11.0,2016,Mantenimiento urbano,598017.4
11.0,2016,Medio ambiente,87936.26
11.0,2016,Otros bienes públicos de carácter social,642.02
11.0,2016,Protección Civil y seguridad ciudadana,687061.36
11.0,2016,Protección y promoción social,819621.6
11.0,2016,Salud pública,22590.7
11.0,2016,Sectores productivos,120976.14
11.0,2016,Urbanismo,9971279.26
11.0,2017,Cultura,667971.26
11.0,2017,"Deportes, juventud y esparcimiento",3148129.52
11.0,2017,Educación,2683927.38
11.0,2017,Infraestructuras,1211569.46
11.0,2017,Inversiones de carácter general,312106.06
11.0,2017,Mantenimiento urbano,541220.98
11.0,2017,Medio ambiente,1058851.32
11.0,2017,Otros bienes públicos de carácter social,5164.28
11.0,2017,Protección Civil y seguridad ciudadana,278.68
11.0,2017,Protección y promoción social,107878.1
11.0,2017,Salud pública,28083.74
11.0,2017,Sectores productivos,15014.06
11.0,2017,Urbanismo,19194387.28
11.0,2018,Cultura,902127.04
11.0,2018,"Deportes, juventud y esparcimiento",11115667.98
11.0,2018,Educación,2235735.9
11.0,2018,Infraestructuras,0.0
11.0,2018,Inversiones de carácter general,130517.16
11.0,2018,Mantenimiento urbano,912766.16
11.0,2018,Medio ambiente,2331460.0
11.0,2018,Otros bienes públicos de carácter social,2158840.9
11.0,2018,Protección Civil y seguridad ciudadana,0.0
11.0,2018,Protección y promoción social,838161.1
11.0,2018,Salud pública,111414.34
11.0,2018,Sectores productivos,210101.12
11.0,2018,Urbanismo,2492261.42
11.0,2019,Cultura,182177.46
11.0,2019,"Deportes, juventud y esparcimiento",3488268.64
11.0,2019,Educación,3390892.08
11.0,2019,Infraestructuras,0.0
11.0,2019,Inversiones de carácter general,2283465.12
11.0,2019,Mantenimiento urbano,1018196.46
11.0,2019,Medio ambiente,206132.3
11.0,2019,Otros bienes públicos de carácter social,33395.4
11.0,2019,Protección Civil y seguridad ciudadana,236768.44
11.0,2019,Protección y promoción social,9268.46
11.0,2019,Salud pública,84960.86
11.0,2019,Sectores productivos,18465.26
11.0,2019,"Tráfico, estacionamiento y transporte público",0.0
11.0,2019,Urbanismo,14227832.5
11.0,2020,Cultura,1513819.3
11.0,2020,"Deportes, juventud y esparcimiento",10434192.52
11.0,2020,Educación,7747.44
11.0,2020,Infraestructuras,706472.16
11.0,2020,Inversiones de carácter general,8131157.84
11.0,2020,Mantenimiento urbano,4161334.86
11.0,2020,Medio ambiente,1779962.1
11.0,2020,Otros bienes públicos de carácter social,1853474.88
11.0,2020,Protección Civil y seguridad ciudadana,34696.26
11.0,2020,Protección y promoción social,1368926.48
11.0,2020,Salud pública,11360.64
11.0,2020,"Tráfico, estacionamiento y transporte público",139432.1
11.0,2020,Urbanismo,13698317.4
11.0,2021,Cultura,1352985.84
11.0,2021,"Deportes, juventud y esparcimiento",4022408.82
11.0,2021,Educación,1998833.52
11.0,2021,Infraestructuras,134751.58
11.0,2021,Inversiones de carácter general,3082301.76
11.0,2021,Mantenimiento urbano,7650731.88
11.0,2021,Medio ambiente,3129418.36
11.0,2021,Otros bienes públicos de carácter social,1723.04
11.0,2021,Protección Civil y seguridad ciudadana,784886.02
11.0,2021,Protección y promoción social,802826.52
11.0,2021,Salud pública,6093.56
11.0,2021,Urbanismo,2733056.7
11.0,2022,Cultura,850962.28
11.0,2022,"Deportes, juventud y esparcimiento",3065319.36
11.0,2022,Educación,473042.86
11.0,2022,Inversiones de carácter general,2858.02
11.0,2022,Mantenimiento urbano,10169957.56
11.0,2022,Medio ambiente,7804818.36
11.0,2022,Otros bienes públicos de carácter social,9815.52
11.0,2022,Protección Civil y seguridad ciudadana,7723641.98
11.0,2022,Protección y promoción social,1148538.6
11.0,2022,Salud pública,26812.48
11.0,2022,Sectores productivos,624396.2
11.0,2022,Urbanismo,7461642.28
12.0,2012,Cultura,165207.1
12.0,2012,"Deportes, juventud y esparcimiento",956593.9400000001
12.0,2012,Educación,958543.84
12.0,2012,Infraestructuras,612.9
12.0,2012,Inversiones de carácter general,287160.72
12.0,2012,Mantenimiento urbano,1273594.36
12.0,2012,Medio ambiente,0.0
12.0,2012,Protección Civil y seguridad ciudadana,0.0
12.0,2012,Protección y promoción social,274149.38
12.0,2012,"Tráfico, estacionamiento y transporte público",174272.28
12.0,2012,Urbanismo,5770.54
12.0,2013,Cultura,740659.02
12.0,2013,"Deportes, juventud y esparcimiento",411233.02
12.0,2013,Educación,972457.5
12.0,2013,Infraestructuras,20778.46
12.0,2013,Inversiones de carácter general,263280.64
12.0,2013,Mantenimiento urbano,764482.8
12.0,2013,Protección Civil y seguridad ciudadana,260408.62
12.0,2013,Protección y promoción social,331145.88
12.0,2013,Salud pública,1999.06
12.0,2013,"Tráfico, estacionamiento y transporte público",166214.82
12.0,2013,Urbanismo,29914.34
12.0,2014,Cultura,3096534.1
12.0,2014,"Deportes, juventud y esparcimiento",274658.08
12.0,2014,Educación,1051199.88
12.0,2014,Inversiones de carácter general,1015145.06
12.0,2014,Mantenimiento urbano,161178.54
12.0,2014,Protección Civil y seguridad ciudadana,365145.64
12.0,2014,Protección y promoción social,864694.22
12.0,2014,Salud pública,62520.52
12.0,2014,Sectores productivos,557567.56
12.0,2014,"Tráfico, estacionamiento y transporte público",13955.1
12.0,2015,Cultura,1060351.0
12.0,2015,"Deportes, juventud y esparcimiento",887978.9
12.0,2015,Educación,968207.38
12.0,2015,Infraestructuras,3590.6
12.0,2015,Inversiones de carácter general,0.0
12.0,2015,Mantenimiento urbano,8166.78
12.0,2015,Medio ambiente,39999.98
12.0,2015,Otros bienes públicos de carácter social,6588.66
12.0,2015,Protección Civil y seguridad ciudadana,118866.02
12.0,2015,Protección y promoción social,947277.48
12.0,2015,Salud pública,46025.74
12.0,2015,Urbanismo,14338.5
12.0,2016,Cultura,623472.46
12.0,2016,"Deportes, juventud y esparcimiento",3748366.58
12.0,2016,Educación,256011.78
12.0,2016,Inversiones de carácter general,59851.3
12.0,2016,Mantenimiento urbano,282199.98
12.0,2016,Medio ambiente,66309.8
12.0,2016,Otros bienes públicos de carácter social,1184.4
12.0,2016,Protección Civil y seguridad ciudadana,236837.36
12.0,2016,Protección y promoción social,795945.58
12.0,2016,Salud pública,280135.44
12.0,2016,Sectores productivos,138831.5
12.0,2016,Urbanismo,153002.64
12.0,2017,Cultura,62972.78
12.0,2017,"Deportes, juventud y esparcimiento",6478918.58
12.0,2017,Educación,956800.74
12.0,2017,Infraestructuras,0.0
12.0,2017,Inversiones de carácter general,209562.96
12.0,2017,Mantenimiento urbano,715922.3
12.0,2017,Medio ambiente,923839.52
12.0,2017,Otros bienes públicos de carácter social,2494.54
12.0,2017,Protección Civil y seguridad ciudadana,164801.16
12.0,2017,Protección y promoción social,173690.86
12.0,2017,Sectores productivos,0.0
12.0,2017,Urbanismo,749935.02
12.0,2018,Cultura,1727621.56
12.0,2018,"Deportes, juventud y esparcimiento",6005411.84
12.0,2018,Educación,7171295.48
12.0,2018,Inversiones de carácter general,480848.26
12.0,2018,Mantenimiento urbano,241450.46
12.0,2018,Medio ambiente,1167782.98
12.0,2018,Protección Civil y seguridad ciudadana,36700.22
12.0,2018,Protección y promoción social,1043712.58
12.0,2018,Salud pública,3799.4
12.0,2018,Urbanismo,1213617.3
12.0,2019,Cultura,2966756.24
12.0,2019,"Deportes, juventud y esparcimiento",6989604.04
12.0,2019,Educación,4550426.56
12.0,2019,Inversiones de carácter general,2313.18
12.0,2019,Mantenimiento urbano,327762.72
12.0,2019,Medio ambiente,1913315.92
12.0,2019,Protección y promoción social,977058.8
12.0,2019,Salud pública,76377.16
12.0,2019,Sectores productivos,591093.08
12.0,2019,Urbanismo,1214655.58
12.0,2020,Cultura,1969354.5
12.0,2020,"Deportes, juventud y esparcimiento",10275849.92
12.0,2020,Educación,2213743.88
12.0,2020,Infraestructuras,644962.86
12.0,2020,Inversiones de carácter general,94691.0
12.0,2020,Mantenimiento urbano,1377302.88
12.0,2020,Medio ambiente,325173.42
12.0,2020,Otros bienes públicos de carácter social,21325.04
12.0,2020,Protección Civil y seguridad ciudadana,651224.64
12.0,2020,Protección y promoción social,462523.0
12.0,2020,Salud pública,14618.64
12.0,2020,Urbanismo,1375721.1
12.0,2021,Cultura,2168977.0
12.0,2021,"Deportes, juventud y esparcimiento",15457359.54
12.0,2021,Educación,1981255.28
12.0,2021,Infraestructuras,142827.92
12.0,2021,Inversiones de carácter general,116255.86
12.0,2021,Mantenimiento urbano,5291651.14
12.0,2021,Medio ambiente,1059532.8
12.0,2021,Otros bienes públicos de carácter social,2695.88
12.0,2021,Protección Civil y seguridad ciudadana,4802739.06
12.0,2021,Protección y promoción social,770580.04
12.0,2021,Salud pública,40411.68
12.0,2021,Urbanismo,3754755.36
12.0,2022,Cultura,369785.7
12.0,2022,"Deportes, juventud y esparcimiento",13752108.1
12.0,2022,Educación,1420246.9
12.0,2022,Inversiones de carácter general,29669.44
12.0,2022,Mantenimiento urbano,9140153.76
12.0,2022,Medio ambiente,4516131.08
12.0,2022,Otros bienes públicos de carácter social,30112.06
12.0,2022,Protección Civil y seguridad ciudadana,10299862.92
12.0,2022,Protección y promoción social,151575.08
12.0,2022,Salud pública,64060.520000000004
12.0,2022,Urbanismo,3944324.44
13.0,2012,Cultura,345775.54
13.0,2012,"Deportes, juventud y esparcimiento",736877.96
13.0,2012,Educación,1584637.28
13.0,2012,Inversiones de carácter general,96526.3
13.0,2012,Mantenimiento urbano,2150094.36
13.0,2012,Medio ambiente,123233.98
13.0,2012,Protección y promoción social,449873.26
13.0,2012,Salud pública,128349.12
13.0,2012,"Tráfico, estacionamiento y transporte público",430312.98
13.0,2012,Urbanismo,3443557.14
13.0,2013,Cultura,148549.62
13.0,2013,"Deportes, juventud y esparcimiento",792726.62
13.0,2013,Educación,1635805.52
13.0,2013,Inversiones de carácter general,0.0
13.0,2013,Mantenimiento urbano,2471052.22
13.0,2013,Medio ambiente,41835.92
13.0,2013,Protección Civil y seguridad ciudadana,2760.8
13.0,2013,Protección y promoción social,565447.36
13.0,2013,"Tráfico, estacionamiento y transporte público",242112.16
13.0,2013,Urbanismo,10625362.56
13.0,2014,Cultura,407606.38
13.0,2014,"Deportes, juventud y esparcimiento",2671923.6
13.0,2014,Educación,1790415.66
13.0,2014,Infraestructuras,59213.82
13.0,2014,Inversiones de carácter general,115236.82
13.0,2014,Mantenimiento urbano,964788.42
13.0,2014,Medio ambiente,33999.98
13.0,2014,Protección Civil y seguridad ciudadana,1518778.56
13.0,2014,Protección y promoción social,1745710.84
13.0,2014,Salud pública,143719.14
13.0,2014,Sectores productivos,117799.4
13.0,2014,Urbanismo,5055827.84
13.0,2015,Cultura,955687.7
13.0,2015,"Deportes, juventud y esparcimiento",886606.48
13.0,2015,Educación,1595520.96
13.0,2015,Infraestructuras,1888472.84
13.0,2015,Inversiones de carácter general,390151.04
13.0,2015,Otros bienes públicos de carácter social,14776.92
13.0,2015,Protección Civil y seguridad ciudadana,3654616.2
13.0,2015,Protección y promoción social,1088322.0
13.0,2015,Salud pública,58007.74
13.0,2015,Urbanismo,2376029.2
13.0,2016,Cultura,1093060.96
13.0,2016,"Deportes, juventud y esparcimiento",4297874.54
13.0,2016,Educación,1560748.88
13.0,2016,Infraestructuras,138992.56
13.0,2016,Inversiones de carácter general,427963.34
13.0,2016,Mantenimiento urbano,1001542.94
13.0,2016,Medio ambiente,120731.18
13.0,2016,Otros bienes públicos de carácter social,8633.78
13.0,2016,Protección Civil y seguridad ciudadana,44044.64
13.0,2016,Protección y promoción social,5015931.78
13.0,2016,Salud pública,14629.1
13.0,2016,Sectores productivos,149993.8
13.0,2016,Urbanismo,10180971.32
13.0,2017,Cultura,699608.18
13.0,2017,"Deportes, juventud y esparcimiento",7734364.46
13.0,2017,Educación,2888493.6
13.0,2017,Infraestructuras,140932.32
13.0,2017,Inversiones de carácter general,9639.54
13.0,2017,Mantenimiento urbano,343966.58
13.0,2017,Medio ambiente,157610.8
13.0,2017,Otros bienes públicos de carácter social,1995.1
13.0,2017,Protección Civil y seguridad ciudadana,1566760.5599999998
13.0,2017,Protección y promoción social,268331.44
13.0,2017,Salud pública,4459.74
13.0,2017,Sectores productivos,1413389.82
13.0,2017,"Tráfico, estacionamiento y transporte público",20696.68
13.0,2017,Urbanismo,1026236.02
13.0,2018,Cultura,1600391.46
13.0,2018,"Deportes, juventud y esparcimiento",16128258.28
13.0,2018,Educación,2505504.1
13.0,2018,Infraestructuras,244531.82
13.0,2018,Inversiones de carácter general,528866.7
13.0,2018,Mantenimiento urbano,961910.44
13.0,2018,Medio ambiente,1348843.66
13.0,2018,Protección Civil y seguridad ciudadana,1307655.6400000001
13.0,2018,Protección y promoción social,1519443.38
13.0,2018,Salud pública,76457.0
13.0,2018,Sectores productivos,359252.08
13.0,2018,Urbanismo,2407616.58
13.0,2019,Cultura,318522.18
13.0,2019,"Deportes, juventud y esparcimiento",17949480.68
13.0,2019,Educación,3896199.38
13.0,2019,Infraestructuras,72521.14
13.0,2019,Inversiones de carácter general,28936.5
13.0,2019,Mantenimiento urbano,1145590.14
13.0,2019,Medio ambiente,7835714.74
13.0,2019,Otros bienes públicos de carácter social,42849.16
13.0,2019,Protección Civil y seguridad ciudadana,3963076.32
13.0,2019,Protección y promoción social,472970.16
13.0,2019,Salud pública,206607.96
13.0,2019,Sectores productivos,145600.16
13.0,2019,Urbanismo,34469040.74
13.0,2020,Cultura,8772.6
13.0,2020,"Deportes, juventud y esparcimiento",11117147.0
13.0,2020,Educación,1461967.7
13.0,2020,Infraestructuras,2610941.66
13.0,2020,Inversiones de carácter general,992806.16
13.0,2020,Mantenimiento urbano,923482.2
13.0,2020,Medio ambiente,7376967.4
13.0,2020,Otros bienes públicos de carácter social,5936.26
13.0,2020,Protección Civil y seguridad ciudadana,9053325.24
13.0,2020,Protección y promoción social,4959282.94
13.0,2020,Salud pública,64458.12
13.0,2020,Sectores productivos,95732.6
13.0,2020,Urbanismo,4492563.6
13.0,2021,Cultura,251691.02
13.0,2021,"Deportes, juventud y esparcimiento",6631214.72
13.0,2021,Educación,3281030.0
13.0,2021,Infraestructuras,3216965.48
13.0,2021,Inversiones de carácter general,323267.32
13.0,2021,Mantenimiento urbano,4893873.74
13.0,2021,Medio ambiente,570442.42
13.0,2021,Otros bienes públicos de carácter social,5335.76
13.0,2021,Protección Civil y seguridad ciudadana,6926349.46
13.0,2021,Protección y promoción social,3050868.28
13.0,2021,Salud pública,1195475.2
13.0,2021,Urbanismo,13389797.12
13.0,2022,Cultura,1294217.3
13.0,2022,"Deportes, juventud y esparcimiento",8811975.6
13.0,2022,Educación,8390091.32
13.0,2022,Infraestructuras,0.0
13.0,2022,Inversiones de carácter general,7791296.12
13.0,2022,Mantenimiento urbano,12188799.86
13.0,2022,Medio ambiente,5372783.62
13.0,2022,Otros bienes públicos de carácter social,13636.7
13.0,2022,Protección Civil y seguridad ciudadana,10235389.26
13.0,2022,Protección y promoción social,5184480.16
13.0,2022,Salud pública,131281.44
13.0,2022,Sectores productivos,281673.06
13.0,2022,Urbanismo,5880410.24
14.0,2012,Cultura,25978.18
14.0,2012,"Deportes, juventud y esparcimiento",988131.7
14.0,2012,Educación,1118031.12
14.0,2012,Inversiones de carácter general,235444.62
14.0,2012,Mantenimiento urbano,1097054.5
14.0,2012,Protección y promoción social,160547.32
14.0,2012,"Tráfico, estacionamiento y transporte público",134923.28
14.0,2012,Urbanismo,404030.62
14.0,2013,Cultura,48029.6
14.0,2013,"Deportes, juventud y esparcimiento",779216.26
14.0,2013,Educación,885549.98
14.0,2013,Inversiones de carácter general,2817769.98
14.0,2013,Mantenimiento urbano,508471.26
14.0,2013,Protección y promoción social,139859.56
14.0,2013,"Tráfico, estacionamiento y transporte público",255746.58
14.0,2013,Urbanismo,17664078.42
14.0,2014,Cultura,150679.78
14.0,2014,"Deportes, juventud y esparcimiento",1945626.96
14.0,2014,Educación,644640.22
14.0,2014,Inversiones de carácter general,1168404.2
14.0,2014,Mantenimiento urbano,437306.52
14.0,2014,Medio ambiente,0.0
14.0,2014,Otros bienes públicos de carácter social,22125.58
14.0,2014,Protección Civil y seguridad ciudadana,58998.0
14.0,2014,Protección y promoción social,1228013.78
14.0,2014,Sectores productivos,73427.64
14.0,2014,"Tráfico, estacionamiento y transporte público",85770.56
14.0,2014,Urbanismo,3890361.24
14.0,2015,Cultura,918243.34
14.0,2015,"Deportes, juventud y esparcimiento",1296425.3
14.0,2015,Educación,646377.16
14.0,2015,Infraestructuras,2044.24
14.0,2015,Inversiones de carácter general,703347.92
14.0,2015,Medio ambiente,24027.2
14.0,2015,Otros bienes públicos de carácter social,2726.18
14.0,2015,Protección y promoción social,812136.44
14.0,2015,Urbanismo,215606.18
14.0,2016,Cultura,939008.56
14.0,2016,"Deportes, juventud y esparcimiento",6076426.76
14.0,2016,Educación,3059193.14
14.0,2016,Inversiones de carácter general,254321.74
14.0,2016,Mantenimiento urbano,310108.16
14.0,2016,Medio ambiente,157913.42
14.0,2016,Otros bienes públicos de carácter social,43164.14
14.0,2016,Protección Civil y seguridad ciudadana,179919.06
14.0,2016,Protección y promoción social,387954.14
14.0,2016,Urbanismo,1329569.32
14.0,2017,Cultura,374355.54
14.0,2017,"Deportes, juventud y esparcimiento",4792542.84
14.0,2017,Educación,1980390.14
14.0,2017,Infraestructuras,0.0
14.0,2017,Inversiones de carácter general,604130.78
14.0,2017,Mantenimiento urbano,439772.22
14.0,2017,Medio ambiente,2538519.64
14.0,2017,Otros bienes públicos de carácter social,211649.4
14.0,2017,Protección y promoción social,345574.46
14.0,2017,Urbanismo,231357.28
14.0,2018,Cultura,746540.6
14.0,2018,"Deportes, juventud y esparcimiento",15301557.66
14.0,2018,Educación,5686346.68
14.0,2018,Inversiones de carácter general,115229.66
14.0,2018,Mantenimiento urbano,492076.1
14.0,2018,Medio ambiente,1627599.3
14.0,2018,Protección y promoción social,559877.42
14.0,2018,Sectores productivos,24374.66
14.0,2018,Urbanismo,36216.56
14.0,2019,Cultura,551899.94
14.0,2019,"Deportes, juventud y esparcimiento",14121951.54
14.0,2019,Educación,4475437.66
14.0,2019,Infraestructuras,0.0
14.0,2019,Inversiones de carácter general,347632.38
14.0,2019,Mantenimiento urbano,1547486.26
14.0,2019,Medio ambiente,3450723.88
14.0,2019,Otros bienes públicos de carácter social,6046.08
14.0,2019,Protección y promoción social,296088.6
14.0,2019,Urbanismo,0.0
14.0,2020,Cultura,771764.66
14.0,2020,"Deportes, juventud y esparcimiento",15529004.32
14.0,2020,Educación,9094350.62
14.0,2020,Infraestructuras,297183.12
14.0,2020,Inversiones de carácter general,1048230.9
14.0,2020,Mantenimiento urbano,1683180.94
14.0,2020,Medio ambiente,10732900.8
14.0,2020,Otros bienes públicos de carácter social,5219.94
14.0,2020,Protección y promoción social,509132.56
14.0,2020,Urbanismo,5779.92
14.0,2021,Cultura,696110.08
14.0,2021,"Deportes, juventud y esparcimiento",7035062.18
14.0,2021,Educación,2258153.34
14.0,2021,Infraestructuras,67013.92
14.0,2021,Inversiones de carácter general,488339.9
14.0,2021,Mantenimiento urbano,3327370.9
14.0,2021,Medio ambiente,2270912.92
14.0,2021,Otros bienes públicos de carácter social,6279.9
14.0,2021,Protección y promoción social,886257.16
14.0,2021,"Tráfico, estacionamiento y transporte público",155983.6
14.0,2021,Urbanismo,5522772.52
14.0,2022,Cultura,983834.1
14.0,2022,"Deportes, juventud y esparcimiento",12523681.14
14.0,2022,Educación,2333715.98
14.0,2022,Inversiones de carácter general,440650.96
14.0,2022,Mantenimiento urbano,5151249.02
14.0,2022,Medio ambiente,475917.62
14.0,2022,Otros bienes públicos de carácter social,21158.06
14.0,2022,Protección Civil y seguridad ciudadana,267428.76
14.0,2022,Protección y promoción social,1074042.22
14.0,2022,Sectores productivos,92789.6
14.0,2022,"Tráfico, estacionamiento y transporte público",278497.32
14.0,2022,Urbanismo,627638.34
15.0,2012,Cultura,318273.32
15.0,2012,"Deportes, juventud y esparcimiento",2605475.82
15.0,2012,Educación,1064311.68
15.0,2012,Inversiones de carácter general,31907.22
15.0,2012,Mantenimiento urbano,2732515.3
15.0,2012,Protección y promoción social,32395.4
15.0,2012,"Tráfico, estacionamiento y transporte público",103772.52
15.0,2012,Urbanismo,14890003.02
15.0,2013,Cultura,101500.76
15.0,2013,"Deportes, juventud y esparcimiento",1598296.26
15.0,2013,Educación,499488.84
15.0,2013,Infraestructuras,3388755.16
15.0,2013,Inversiones de carácter general,232918.64
15.0,2013,Mantenimiento urbano,1633880.78
15.0,2013,Protección y promoción social,172887.86
15.0,2013,Salud pública,9435.58
15.0,2013,"Tráfico, estacionamiento y transporte público",434264.44
15.0,2013,Urbanismo,3394332.9
15.0,2014,Cultura,375253.16
15.0,2014,"Deportes, juventud y esparcimiento",1952832.4
15.0,2014,Educación,1374497.68
15.0,2014,Inversiones de carácter general,441623.2
15.0,2014,Mantenimiento urbano,601480.66
15.0,2014,Otros bienes públicos de carácter social,576.9
15.0,2014,Protección y promoción social,778484.94
15.0,2014,Salud pública,0.0
15.0,2014,Sectores productivos,344763.82
15.0,2014,Urbanismo,5155071.02
15.0,2015,Cultura,660959.32
15.0,2015,"Deportes, juventud y esparcimiento",819942.86
15.0,2015,Educación,970500.98
15.0,2015,Infraestructuras,223659.16
15.0,2015,Inversiones de carácter general,956123.6
15.0,2015,Mantenimiento urbano,469558.36
15.0,2015,Otros bienes públicos de carácter social,9275.14
15.0,2015,Protección y promoción social,729465.92
15.0,2015,Salud pública,12551.5
15.0,2015,Sectores productivos,530306.24
15.0,2015,Urbanismo,671844.26
15.0,2016,Cultura,413626.9
15.0,2016,"Deportes, juventud y esparcimiento",3086660.82
15.0,2016,Educación,1245970.34
15.0,2016,Inversiones de carácter general,302486.64
15.0,2016,Mantenimiento urbano,300430.92
15.0,2016,Medio ambiente,69625.04
15.0,2016,Otros bienes públicos de carácter social,6381.3
15.0,2016,Protección Civil y seguridad ciudadana,671742.72
15.0,2016,Protección y promoción social,696644.02
15.0,2016,Salud pública,43259.92
15.0,2016,Sectores productivos,99462.0
15.0,2016,Urbanismo,72264490.0
15.0,2017,Cultura,130273.5
15.0,2017,"Deportes, juventud y esparcimiento",2508443.08
15.0,2017,Educación,1886774.68
15.0,2017,Infraestructuras,0.0
15.0,2017,Inversiones de carácter general,566761.02
15.0,2017,Mantenimiento urbano,480069.84
15.0,2017,Medio ambiente,267869.96
15.0,2017,Otros bienes públicos de carácter económico,0.0
15.0,2017,Otros bienes públicos de carácter social,18738.16
15.0,2017,Protección Civil y seguridad ciudadana,112597.5
15.0,2017,Protección y promoción social,496812.7
15.0,2017,Sectores productivos,1936.0
15.0,2017,Urbanismo,2051042.24
15.0,2018,Cultura,506612.68
15.0,2018,"Deportes, juventud y esparcimiento",4079730.82
15.0,2018,Educación,2112805.92
15.0,2018,Inversiones de carácter general,246753.38
15.0,2018,Mantenimiento urbano,350043.94
15.0,2018,Medio ambiente,1169764.88
15.0,2018,Protección Civil y seguridad ciudadana,30083.12
15.0,2018,Protección y promoción social,1125667.44
15.0,2018,Salud pública,96794.84
15.0,2018,Sectores productivos,823482.8
15.0,2018,Urbanismo,2060255.92
15.0,2019,Cultura,1268755.02
15.0,2019,"Deportes, juventud y esparcimiento",879857.56
15.0,2019,Educación,408227.18
15.0,2019,Infraestructuras,0.0
15.0,2019,Inversiones de carácter general,784865.2
15.0,2019,Mantenimiento urbano,993834.86
15.0,2019,Medio ambiente,3070258.94
15.0,2019,Otros bienes públicos de carácter social,9686.68
15.0,2019,Protección Civil y seguridad ciudadana,130596.3
15.0,2019,Protección y promoción social,294853.84
15.0,2019,Salud pública,113044.16
15.0,2019,Sectores productivos,179931.4
15.0,2019,Urbanismo,3455988.6
15.0,2020,Cultura,279380.88
15.0,2020,"Deportes, juventud y esparcimiento",1951345.4
15.0,2020,Educación,1732042.62
15.0,2020,Infraestructuras,471200.94
15.0,2020,Inversiones de carácter general,395948.76
15.0,2020,Mantenimiento urbano,2054794.84
15.0,2020,Medio ambiente,1679242.94
15.0,2020,Otros bienes públicos de carácter social,1510.08
15.0,2020,Protección Civil y seguridad ciudadana,223714.52
15.0,2020,Protección y promoción social,488196.9
15.0,2020,Salud pública,45201.1
15.0,2020,Urbanismo,2296242.68
15.0,2021,Cultura,325423.96
15.0,2021,"Deportes, juventud y esparcimiento",1716990.34
15.0,2021,Educación,1472947.82
15.0,2021,Infraestructuras,655360.12
15.0,2021,Inversiones de carácter general,164702.6
15.0,2021,Mantenimiento urbano,12097618.58
15.0,2021,Medio ambiente,2721203.68
15.0,2021,Otros bienes públicos de carácter social,2369.18
15.0,2021,Protección Civil y seguridad ciudadana,1673588.38
15.0,2021,Protección y promoción social,4617038.46
15.0,2021,Salud pública,30646.88
15.0,2021,Urbanismo,8876598.44
15.0,2022,Cultura,846196.62
15.0,2022,"Deportes, juventud y esparcimiento",3109314.42
15.0,2022,Educación,3682425.3
